A1005_Esch_coli_BL21_TaKaRa_NODE_1_length_163853_cov_117.524280_54,gb|BAA16344.1|ARO:3000491|acrD,100,1037,0,0,1,1037,1,1037,0.0,1968,1038,1037
A1005_Esch_coli_BL21_TaKaRa_NODE_5_length_89549_cov_124.784410_27,gb|BAB38260.1|ARO:3000830|cpxA,99.8,457,1,0,1,457,1,457,0.0,886,458,457
A1005_Esch_coli_BL21_TaKaRa_NODE_8_length_77206_cov_95.769621_44,gb|BAB35162.1|ARO:3000676|H-NS,100,137,0,0,1,137,1,137,3.10e-86,245,138,137
A1005_Esch_coli_BL21_TaKaRa_NODE_9_length_72405_cov_93.666759_5,gb|AAC75271.1|ARO:3003952|YojI,100,547,0,0,1,547,1,547,0.0,1058,548,547
A1005_Esch_coli_BL21_TaKaRa_NODE_10_length_71165_cov_127.924357_19,gb|BAE77778.1|ARO:3000508|gadX,100,274,0,0,1,274,1,274,2.86e-197,537,275,274
A1005_Esch_coli_BL21_TaKaRa_NODE_10_length_71165_cov_127.924357_20,gb|ANK04027.1|ARO:3003838|gadW,94.6,242,13,0,1,242,1,242,8.74e-167,457,243,242
A1005_Esch_coli_BL21_TaKaRa_NODE_10_length_71165_cov_127.924357_21,gb|AAC76539.1|ARO:3000796|mdtF,100,1037,0,0,1,1037,1,1037,0.0,1932,1038,1037
A1005_Esch_coli_BL21_TaKaRa_NODE_10_length_71165_cov_127.924357_22,gb|BAE77781.1|ARO:3000795|mdtE,99.7,385,1,0,1,385,1,385,1.27e-265,719,386,385
A1005_Esch_coli_BL21_TaKaRa_NODE_13_length_67095_cov_107.684949_21,gb|AAC73565.1|ARO:3004043|Ecol_acrA,100,397,0,0,1,397,1,397,6.93e-276,746,398,397
A1005_Esch_coli_BL21_TaKaRa_NODE_13_length_67095_cov_107.684949_22,gb|AAC73564.1|ARO:3000216|acrB,100,1049,0,0,1,1049,1,1049,0.0,1980,1050,1049
A1005_Esch_coli_BL21_TaKaRa_NODE_14_length_65667_cov_99.775148_8,gb|BAE78116.1|ARO:3003576|eptA,99.6,547,2,0,1,547,1,547,0.0,1083,548,547
